,私費購入予定,,,合計金額,,,,,,,,,,
↓：要変更,,,," ¥ 11,558.50 ",,,,,←：セット商品,,,,,
,,,,,,,,,,,,,,
,購入済み,系統,部品名・部品用途,商品名,発注会社,購入リンク(URL),価格(税込み),必要数量（最低）,購入数量,購入金額,単体重量 [kg],総重量 [kg],重量（＆関するコメント）,コメント
,FALSE,,,,,,,,, ¥ -   ,,0,,
,FALSE,,,,,,,,, ¥ -   ,,0,,
,FALSE,,,,,,,,, ¥ -   ,,0,,
,FALSE,,,,,,,,, ¥ -   ,,0,,
,FALSE,,,,,,,,, ¥ -   ,,0,,
,FALSE,,,,,,,,, ¥ -   ,,0,,
,FALSE,,,,,,,,, ¥ -   ,,0,,
,,,,,,,,,最低合計金額：,"¥11,558.50",,,,
,,,,,,,,,,,,,,
,,,,,,,,購入先別金額,秋月電子：," ¥ 2,455.00 ",,送料リスト：,Mouser：,"¥2,000.00"
,,,,,,,,,Mouser：," ¥ 8,745.50 ",,（税込み）,秋月電子：,500 or 600 x 個口数
,,,,,,,,,marutsu：, ¥ 358.00 ,,,marutsu：,550 (宅急便) or 385 (ネコポス)
,,,,,,,,,,,,送料無料ライン：,Mouser：,"¥6,600.00"
,,,,,,,,,SUM," ¥ 11,558.50 ",,（税込み）,秋月電子：,"¥11,000.00"
,,,,,,,,,,,,,marutsu：,"¥3,300.00"
